id,source_id,continent_id,country_id,city_id,section_id,category_id,name,address,description,url,image_url
11,paragraph_000099,1,1,1,2,4,Central Park,Central Park is an urban park in Manhattan in New York. It receives over 42 million visitors annually making it the most visited urban park in the states.,It is widely regarded as a masterpiece of landscape architecture. It takes up roughly 843 acres of land.,https://en.wikipedia.org/wiki/Central_Park,media/image11.jpg
12,paragraph_000105,1,1,1,2,4,Brooklyn Bridge,The Brooklyn Bridge is a hybrid suspension bridge in New York. It was opened on 24th May 1883.,"During the time of its opening, it was the longest bridge in the world. It was built by John Augustus Roebling. He was a great pioneer in the design of steel suspension bridges.",https://en.wikipedia.org/wiki/Brooklyn_Bridge,media/image12.jpg
13,paragraph_000111,1,1,1,2,4,Madison Square Garden,Madison Square Garden is a multipurpose indoor arena. It is located in Midtown Manhattan in New York.,"It is the home of the New York kinks, Rangers, professional boxing, and much more. It was named after the fourth president of the United States, James Madison.",https://www.msg.com/,media/image13.jpg
14,paragraph_000117,1,1,1,2,4,Times Square,"Times Square is a major commercial intersection, tourist destination, and entertainment hub in New York.","It is found in Midtown Manhattan. It is formed by the junction of Broadway.
It has a large number of theaters along Broadway in Lincoln Center and the theatre district.",https://en.wikipedia.org/wiki/Times_Square,media/image14.jpg
15,paragraph_000124,1,1,1,2,4,Rockefeller Center,Rockefeller Center is a large complex consisting of 19 commercial buildings covering 22 acres. It is known far and wide as one of New York’s most iconic attractions.,"It is where the Christmas tree is illuminated, where Saturday Night Live and the Today show are taped, and where ice skaters make rounds on a rink.",https://www.rockefellercenter.com/,media/image15.jpg
16,paragraph_000130,1,1,1,2,4,The Statue of Liberty,"The statue of liberty is a colossal neoclassical sculpture in London and was a gift from the people of France in honor of the alliance between the two countries during the American revolution. It made its way to America on June 17, 1885.",,https://en.wikipedia.org/wiki/Statue_of_Liberty,media/image16.jpg
17,paragraph_000136,1,1,1,3,5,Uncovering Uptown History: A Guided Walking Tour ($25.00),"A 90-minute, one-mile walking tour beginning at the Morris-Jumel Mansion (Manhattan's oldest residence). It covers the Revolutionary War, the Gilded Age, and the Harlem Renaissance.",,https://www.nycgovparks.org/events/2026/02/28/uncovering-uptown-history-a-guided-walking-tour,
18,paragraph_000140,1,1,1,3,5,"NYC Parks Events & Tours (Varies, many free)","A wide range of free and low-cost tours, including historical exhibits and guided walks through NYC's public spaces.",,https://www.nycgovparks.org/events/tours/f2025-10-19/p18,
19,paragraph_000144,1,1,1,3,5,New York Hop-On Hop-Off Bus Tour by Big Bus ($53.40),"See NYC from an open-top, double-decker bus. Choose passes from 3 hours to 72 hours. Covers Uptown, Downtown, and Brooklyn routes with a multilingual audio guide.",,https://www.traveloka.com/en-en/activities/united-states/product/new-york-hop-on-hop-off-bus-tour-by-big-bus-1001823220828,
20,paragraph_000148,1,1,1,3,5,"NYC Bustronome Gourmet Sightseeing Dinner Tour (~$150+, price not specified)",A unique 5-course dinner served on a glass-roofed double-decker bus while touring iconic landmarks like the Empire State Building and the Brooklyn Bridge,,https://tours.olympicair.com/new-york-city-l59/nyc-bustronome-gourmet-sightseeing-dinner-tour-panoramic-bus-t782728/,
21,paragraph_000152,1,1,1,3,5,"NYC: Manhattan Sightseeing Helicopter Tour (~$250+, price not specified)","A helicopter flight with 180-degree views of Manhattan, including Central Park, the Statue of Liberty, and the Empire State Building. Includes live pilot narration.",,https://tours.olympicair.com/new-york-city-l59/nyc-manhattan-sightseeing-helicopter-tour-t19901/,
22,paragraph_000159,1,1,1,4,6,Quality Bistro ($25.00-50.00),"120 West 55th Street, New York City, NY 10019","+1 212-433-3330
Quality Bistro is one of New York's best restaurants. Located in Midtown Manhattan, Quality Bistro offers French and American brasserie fare in grand open space for indoor and outdoor dining. Quality Bistro, a bustling, steak-centric brasserie in midtown Manhattan, offers contemporary takes on bistro classics in a whimsical space for Dinner, Lunch, and Weekend Brunch.",https://www.qualitybistro.com/,media/image17.jpg
23,paragraph_000166,1,1,1,4,6,Katz's Deli ($10.00-20.00),"205 E Houston Street corner of Ludlow St, New York City, NY 10002-1098","+1 212-254-2246
Iconic NYC restaurant serving legendary hand-carved pastrami, corned beef & other deli classics since 1888.",https://katzsdelicatessen.com/,media/image18.jpg
24,paragraph_000173,1,1,1,4,6,Gallaghers Steakhouse ($70.00-80.00),"228 W 52nd St, New York City, NY 10019-5802","+1 212-586-5000
Gallaghers Steakhouse is an American steakhouse established in New York City in 1927. Located just steps from the dazzling lights of Broadway and the pulsing energy of Times Square, Gallaghers Steakhouse takes its rightful place at the very heart of New York City. For over 87 years, this is where the city's sports teams have announced their wins, where celebrities take their bows, and Wall Street titans toast their deals. With its trademark combination of the best USDA prime dry-aged steak, a classic cocktail list, and a wait staff that never forgets a name, Gallaghers serves up an authentic New York City experience you'll savor for years to come.",https://www.gallaghersnysteakhouse.com/,media/image19.jpg
25,paragraph_000180,1,1,1,4,6,Bubba Gump Shrimp Co. 9$30.00-40.00),"1501 Broadway Times Square, New York City, NY 10036","+1 212-391-7100
Located in the heart of Times Square, our menu offers a number of items for the shrimp lover in all of us. Boasting creative seafood dishes inspired straight from the movie Forrest Gump and a fun family atmosphere, Bubba Gump Shrimp Co. is the perfect spot for private events, parties, or a night out on the town.",https://www.bubbagump.com/,media/image20.jpg
26,paragraph_000187,1,1,1,4,6,La Grande Boucherie ($103.00),"145 W 53rd St, New York City, NY 10019-6005","+1 212-510-7714
With a dazzling dining gallery featuring 40’ glass ceilings, this brasserie and steakhouse is built in the tradition of the Belle Époque, inspired by elegant Art Nouveau design. The menu highlights timeless French classics, from hors d’œuvres and plats principaux to desserts crafted to embody true joie de vivre, alongside a diverse selection of prime steaks, an in-house dry-aged meat program, and premium A5 Japanese wagyu.",https://www.boucherieus.com/location/boucherie-la-grande-boucherie/,media/image21.jpg
27,paragraph_000194,1,1,1,4,6,The Mean Fiddler ($11.00-30.00),"266 W 47th St Between 7th & 8th Ave, New York City, NY 10036-1411","+1 212-354-2950
$25 Bottomless Dinner and Brunch Mon-Tues 2-11 pm, Wed- Thurs 12-11 pm Friday 12-9 pm, Sat 12-9 pm and Sun 12-11 pm. The $25 is an additional charge to the cost of the food item. 1 drink per person at any time. Entire table must participate. 1 drink per person at any time. Checks can only be split 4 ways equal pay. 20% gratuity added onto all bottomless tables. Strict 90 minute turn over on all tables. Strictly 21 and over.",https://www.themeanfiddlernyc.com/,media/image22.jpg
28,paragraph_000202,1,1,1,5,7,The Cliffs at LIC (Rock Climbing) ($15 - $21+),$15 for a day pass (special events) ; General day passes are typically $21+. Shoe rental is extra.,,https://lic.thecliffsclimbing.com/,
29,paragraph_000206,1,1,1,5,7,The Beast Speedboat Ride (~$34),A 30-minute high-speed thrill ride on New York Harbor.,,https://www.thebeastnyc.com/,
30,paragraph_000210,1,1,1,5,7,iFLY Indoor Skydiving (Westchester) (~$120),"This price is for a standard first-time flyer experience, which includes a two-minute flight.",,https://www.iflyworld.com/westchester/,
31,paragraph_000214,1,1,1,5,7,TOUGHMAN Westchester Triathlon ($95 - $530),"Prices vary greatly by event (Kids' race, Olympic distance, Relay teams) and increase as the race date gets closer.",,https://toughmanwestchester.com/,
32,paragraph_000218,1,1,1,5,7,"Monticello Motor Club (Driving School) ($4,995 - $24,500)","$4,995 for a 1-day advanced school . Teen race camps (5-day) range from $16,995 to $24,500.",,https://www.monticellomotorclub.com/,
33,paragraph_000240,1,1,2,1,1,Paris Las Vegas Hotel & Casino (From $49.00),"3655 Las Vegas Boulevard South, Las Vegas Strip, Las Vegas, NV 89109, United States","Located on the Las Vegas Strip, this hotel and casino features a rooftop pool and replicas of several Paris attractions including the Eiffel Tower.
Paris Las Vegas rooms include French décor and a marble bathroom. The rooms also include pay-per-view movies and a safety deposit box.
The Paris features 12 restaurants and 9 bars. The Guests can chose fine dining at The Eiffel Tower.
Paris Las Vegas offers the Paris Spa, a full service spa and gym. After the spa guests can play in the casino, which offers slot machines, table games and keno or catch a nightly show in the hotel theater.",https://www.booking.com/hotel/us/harrah-s-paris.html,media/image23.jpg
34,paragraph_000249,1,1,2,1,1,Treasure Island - TI Las Vegas Hotel & Casino (From $42.00),"3300 Las Vegas Boulevard South, Las Vegas Strip, Las Vegas, NV 89109, United States","Located directly on the Las Vegas Strip, this hotel and casino features a variety of restaurants, bars, a spa and a seasonal outdoor pool. All guest rooms feature a flat-screen LCD TV with digital cable and pay-per-view channels.
Guest rooms at the Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel offer floor-to-ceiling windows with views of the mountains and the Las Vegas Strip. The air-conditioned rooms are equipped a large work desk, a small fridge and a laptop safe. A hairdryer, a lighted makeup mirror and free toiletries are included in the private bathrooms.
Guests of Treasure Island - TI Las Vegas Hotel & Casino, a Radisson Hotel can dine at Phil’s Italian Steakhouse, which serves a dinner menu of classic steaks, seafood and Italian specialties. For a more casual restaurant/bar atmosphere guests can enjoy Gilley’s BBQ, a reincarnation of a Texas honky-tonk saloon and dance hall, offers line dancing and mechanical bull riding.",https://www.booking.com/hotel/us/treasure-island.html,media/image24.jpg
35,paragraph_000257,1,1,2,1,1,Otonomus Hotel Las Vegas (From $144.00),"5050 W Russell Rd , Las Vegas, NV 89118, United States","Comfortable Accommodations: Otonomus Hotel Las Vegas in Las Vegas offers family rooms with private bathrooms, air-conditioning, and free WiFi. Each room includes a kitchen, dining area, and modern amenities.
Exceptional Facilities: Guests can enjoy a fitness center, sun terrace, bar, and a year-round outdoor swimming pool. Additional facilities include a hot tub, pool bar, and a minimarket.
Convenient Location: Located 2.5 mi from Mandalay Bay Convention Center and Shark Reef Aquarium, the hotel is also close to attractions such as Bellagio Fountains and The Sphere Vegas. Harry Reid International Airport is 2.5 mi away.",https://www.booking.com/hotel/us/otonomus-las-vegas.html,media/image25.jpg
36,paragraph_000267,1,1,2,1,2,Welcome House Las Vegas (From $135.00),"7445 Wandering St., Las Vegas, NV 89131, United States","Elegant Accommodations: Welcome House Las Vegas offers a bed and breakfast experience in Las Vegas. Guests enjoy a beautiful garden, tennis court, outdoor swimming pool, and free WiFi.
Comfortable Amenities: The property features private check-in and check-out services, a 24-hour front desk, outdoor seating area, family rooms, games room, full-day security, and express check-in and check-out services.
Convenient Location: Located 21 mi from Harry Reid International Airport, the property is near attractions such as Mob Museum (16 mi), The Neon Museum (17 mi), and Fremont Street Experience (17 mi). Free off-site private parking is available.",https://www.booking.com/hotel/us/welcome-house-las-vegas.html,media/image26.jpg
37,paragraph_000277,1,1,2,1,3,Bposhtels Las Vegas (From $23.00),"1215 South Las Vegas Blvd B, Las Vegas Strip, Las Vegas, NV 89104, United States","Located in Las Vegas, less than 0.6 mi from Las Vegas Convention Center, Bposhtels Las Vegas provides accommodations with an outdoor swimming pool, free private parking, and a bar. Each accommodations at the 3-star hostel has city views, and guests can enjoy access to a shared lounge and to a garden. There is evening entertainment.
All units are equipped with air conditioning, a flat-screen TV with satellite channels, a coffee machine, a shower, a hairdryer and a desk. At the hostel every room is equipped with a wardrobe and a private bathroom.
Gondola Ride at The Venetian is 1.1 mi from Bposhtels Las Vegas, while Colosseum at Caesars Palace is 1.4 mi away. The nearest airport is McCarran International Airport, 3.7 mi from the accommodations.",https://www.booking.com/hotel/us/bhostels-las-vegas.html,media/image27.jpg
38,paragraph_000285,1,1,2,1,3,Easy access unit at the main strip (From $51.00),"2000 S Las Vegas Blvd 2008, Las Vegas, NV 89104, United States","Comfortable Accommodations: Easy access unit at the main strip in Las Vegas offers family rooms with air-conditioning, private bathrooms, and free WiFi. Each room includes a work desk, TV, and soundproofing for a pleasant stay.
Exceptional Facilities: Guests can enjoy a fitness center, year-round outdoor swimming pool, and a family-friendly restaurant serving American and Asian cuisines. Additional amenities include a bar, casino, and lounge.
Prime Location: Located a few steps from Stratosphere Tower and 9.9 mi from Harry Reid International Airport, the hostel is near attractions such as Fremont Street Experience and The Neon Museum.",https://www.booking.com/hotel/us/easy-access-unit-at-the-main-strip.html,media/image28.jpg
39,paragraph_000293,1,1,2,1,3,Bungalows Hostel (From $24.00),"1236 South Las Vegas Boulevard, Las Vegas, NV 89104, United States","Located on the North end of the Las Vegas Strip, this dormitory-style property is less than 15 minutes' walk from the Stratosphere Casino. Free private lockers and free Wi-Fi are provided.
Hostel Cat provides accommodations in separate and mixed gender dormitories featuring bunk beds. All rooms include air conditioning, heating, and locker storage.
McCarran International Airport is 20 minutes' drive from Bungalows Hostel. The Fremont Experience in downtown Las Vegas and the Greyhound Bus Station is 1 mile from the hostel.",https://www.booking.com/hotel/us/hostel-cat.html,media/image29.jpg
40,paragraph_000303,1,1,2,2,4,Fountains of Bellagio,"Fountains of Bellagio is a free attraction at the Bellagio resort, located on the Las Vegas Strip in Paradise, Nevada. It consists of a musical fountain show performed in an 8.5-acre (3.4 ha) man-made lake in front of the resort. The show uses 1,214 water nozzles and 4,792 lights. The fountains shoot as high as 460 feet (140 m). Stages are sometimes built on the lake to host events, such as musical performances, that incorporate the fountain show.",,https://bellagio.mgmresorts.com/en/entertainment/fountains-of-bellagio.html,media/image30.jpg
41,paragraph_000308,1,1,2,2,4,Fremont Street Experience,"The Fremont Street Experience (FSE) is a pedestrian mall and attraction in downtown Las Vegas, Nevada. The FSE occupies the westernmost five blocks of Fremont Street, including the area known for years as ""Glitter Gulch"", and portions of some other adjacent streets.",,https://vegasexperience.com/,media/image31.jpg
42,paragraph_000313,1,1,2,2,4,The Las Vegas Strip,"The Las Vegas Strip is a stretch of Las Vegas Boulevard in Clark County, Nevada, that is known for its concentration of resort hotels and casinos. The Strip, as it is known, is about 4.2 mi (6.8 km) long, and is immediately south of the Las Vegas city limits in the unincorporated towns of Paradise and Winchester, but is often referred to simply as ""Las Vegas"".",,https://en.wikipedia.org/wiki/Las_Vegas_Strip,media/image32.jpg
43,paragraph_000318,1,1,2,2,4,Stratosphere Tower,"The Strat[a] (formerly the Stratosphere) is a hotel and casino in Las Vegas, Nevada, United States. It includes a 1,149-foot-tall (350 m) observation tower, the tallest in the United States. It is also the second-tallest observation tower in the Western Hemisphere, surpassed only by the CN Tower in Toronto, Ontario. The top of the tower includes a revolving restaurant, lounges, observation decks, and several thrill rides. The hotel and casino are at the base of the tower, and the resort also includes a showroom and a shopping mall. The Strat is within city limits on Las Vegas Boulevard, just north of the Las Vegas Strip. The resort is sometimes considered a Strip property, but Clark County does not officially recognize it as such, saying the Strip does not extend into the city.",,https://en.wikipedia.org/wiki/The_Strat,media/image33.jpg
44,paragraph_000323,1,1,2,2,4,Hoover Dam Bypass,"The Hoover Dam is a concrete arch-gravity dam in the Black Canyon of the Colorado River, on the boundary between the U.S. states of Nevada and Arizona. Constructed between 1931 and 1936, during the Great Depression, it was dedicated on September 30, 1935, by President Franklin D. Roosevelt. Its construction was the result of a massive effort involving thousands of workers, and cost over 100 lives. Bills passed by Congress during its construction referred to it as Hoover Dam (after President Herbert Hoover), but the Roosevelt administration named it Boulder Dam. In 1947, Congress restored the name Hoover Dam.",,https://en.wikipedia.org/wiki/Hoover_Dam,media/image34.jpg
45,paragraph_000328,1,1,2,2,4,Welcome to Fabulous Las Vegas Sign,"The Welcome to Fabulous Las Vegas sign is a Las Vegas landmark funded in May 1959 and erected soon after by Western Neon. The sign was designed by Betty Willis at the request of Ted Rogich, a local salesman, who sold it to the government of Clark County in Nevada.",,https://en.wikipedia.org/wiki/Welcome_to_Fabulous_Las_Vegas_sign,media/image35.jpg
46,paragraph_000334,1,1,2,3,5,Segway Historic Downtown Tour ($105.94),"A 2-hour Segway tour covering Fremont Street, Container Park, the 18B Art District, the Mob Museum, and the ""Life is Beautiful"" murals.",,https://www.vegas.com/iv2/las-vegas-tours/7085/segway-historic-downtown-tour/quantity/20260301-120000,
47,paragraph_000338,1,1,2,3,5,Big Bus Las Vegas Hop-On Hop-Off ($44),"Explore over 20 stops on the Strip and Downtown at your own pace. Routes cover the Bellagio Fountains, ""Welcome"" sign, Pawn Stars, and the Fremont Street Experience.",,https://www.bookmundi.com/y/usa-september-tours-n,
48,paragraph_000342,1,1,2,3,5,"Land, Air & See: Strip Jeep and Helicopter Tour (~$300+, price not specified)","A combination tour: drive the Strip and Downtown in a Pink Jeep, ride the High Roller observation wheel, and take a Maverick Helicopter flight over the city at night.",,https://www.pinkadventuretours.com/las-vegas-tours/land-air-see-las-vegas-strip-jeep-and-helicopter-tour,
49,paragraph_000346,1,1,2,3,5,"Valley of Fire State Park Guided Day Tour (~$109+, price not specified)","Small group tour to Nevada's oldest state park. See 40,000 acres of red Aztec sandstone, ancient petroglyphs, and formations like the Fire Wave. Includes hotel pickup, entry fee, and lunch.",,https://activities.timeout.com/las-vegas-l58/vegas-valley-of-fire-state-park-1-day-tour-t700962/,
50,paragraph_000350,1,1,2,3,5,"Small Group Grand Canyon Skywalk & Hoover Dam Tour (~$200+, price not specified)","All-inclusive small group tour (10 or less). Includes breakfast, picnic lunch, Skywalk pass, and guided walks at Hoover Dam, Eagle Point, and Guano Point.",,https://activities.timeout.com/las-vegas-l58/las-vegas-small-group-grand-canyon-skywalk-hoover-dam-tour-t345276/,
51,paragraph_000357,1,1,2,4,6,Harvest Cafe ($10.00-20.00),"4835 W Craig Rd, Las Vegas, NV 89130-2728","+1 702 656 3708
At Harvest Cafe, we are committed to providing our guests with quality food, excellent service, and reasonable prices. Serving breakfast, lunch, and dinner everyday of the week. Join us now to enjoy fresh & homeade food.",https://www.harvestcaferestaurant.com/,media/image36.jpg
52,paragraph_000364,1,1,2,4,6,Magnum Coffee Roastery ($10.00-25.00),"1335 E Sunset Rd Suite A, Las Vegas, NV 89119-4928","+1 702-848-3080
The cafe is located in the Sunset/Paradise district and is known for its aromatic and delicious coffee.",https://www.magnumcoffee.com/,media/image37.jpg
53,paragraph_000371,1,1,2,4,6,Café 86 ($10.00-20.00),"5697 S Jones Blvd Ste 150, Las Vegas, NV 89118-1902","+1 702 478 7783
Established in 2014 - Cafe 86 is more than just a café; we are a celebration of flavors, a haven for community, and a canvas for culinary creativity. We bring you a unique culinary experience that pays homage to different cultures while embracing the global influences that make our cuisine so special.",https://www.cafe-86.com/,media/image38.jpg
54,paragraph_000378,1,1,2,4,6,Black Rifle Coffee Company ($10.00-25.00),"2771 Sammy Davis Jr Dr, Las Vegas, NV 89109-1176","+1 (702) 384-36-88
Black Rifle Coffee Company is a SOF veteran-owned coffee company, serving premium coffee and culture to people who love America.",https://www.blackriflecoffee.com/,media/image39.jpg
55,paragraph_000385,1,1,2,4,6,AmeriBrunch Cafe ($20.00-30.00),"316 East Bridger Avenue Ste 102, Las Vegas, NV 89101","+1 725-726-2651
Craving brunch any day of the week? AmeriBrunch Cafe in Downtown Las Vegas offers a full, affordable breakfast and lunch menu made with fresh ingredients. Located just a short walk from the Fremont Street Experience, this family-owned eatery boasts a full liquor bar along with over 100 handcrafted coffee recipes alongside its delicious brunch fare.",https://ameribrunch.com/,media/image40.jpg
56,paragraph_000392,1,1,2,4,6,Sickies Garage Burgers & Brews ($50.00-100.00),"6629 Las Vegas Blvd S Suite B120, Las Vegas, NV 89119-3255","+1 725-735-5400
50 Burgers, 50 Brews, and More! The hallmark of Sickies Garage restaurant is a mouthwatering, arms length burger and sandwich menu. Freshly prepared choices range from traditional to deliciously wild award winning items like our Sickies Burger, Twin Cam, or Glazed Doughnut burgers. All burgers on our menu are offered with your choice of beef, chicken, or veggie patty for endless combinations.",https://sickiesburgers.com/,media/image41.jpg
57,paragraph_000400,1,1,2,5,7,"FLY LINQ Zipline (~$29 - $49, price varies by date and demand)","Fly face-down like a superhero 12 stories above the Las Vegas Strip. You'll soar over 1,000 feet at speeds up to 35 mph, landing at the base of the High Roller observation wheel.",,https://www.getyourguide.ru/las-vegas-l58/fast-track-ticket-fly-linq-zipline-t276162/,
58,paragraph_000404,1,1,2,5,7,"LVMS Track Tour ($20, Standard Adult; $15, Seniors, Military, NV Residents, Kids 12 & under)","Get a behind-the-scenes look at the Las Vegas Motor Speedway. You'll ride a shuttle bus onto the famous 20-degree high banks of the NASCAR track, reaching over 70 mph, and see the drag strip and dirt track.",,"https://www.lvms.com/handler.cfm/template,article/cat_id,57940",
59,paragraph_000408,1,1,2,5,7,Grand Canyon Helicopter Landing Tour (From $529),"Take a breathtaking flight from Las Vegas to the West Rim of the Grand Canyon. This tour includes a landing 3,200 feet down on the canyon floor for a champagne picnic.",,https://helicopterthrills.com/ru/%25D0%25A1%25D0%25A8%25D0%2590/%25D0%25B2%25D0%25B5%25D1%2580%25D1%2582%25D0%25BE%25D0%25BB%25D0%25B5%25D1%2582%25D0%25BD%25D1%258B%25D0%25B5-%25D1%2582%25D1%2583%25D1%2580%25D1%258B-%25D0%25BF%25D0%25BE-%25D0%259B%25D0%25B0%25D1%2581-%25D0%2592%25D0%25B5%25D0%25B3%25D0%25B0%25D1%2581%25D1%2583/,
